<TICKER>,<DTYYYYMMDD>,<FIRST>,<HIGH>,<LOW>,<CLOSE>,<VALUE>,<VOL>,<OPENINT>,<PER>,<OPEN>,<LAST>,,,<TICKER>,<DTYYYYMMDD>,<FIRST>,<HIGH>,<LOW>,<CLOSE>,<VALUE>,<VOL>,<OPENINT>,<PER>,<OPEN>,<LAST>,,first,high,low,close
Gold.Coin.9712,20171205,1450000,1453900,1437000,1446385,1142644220,790,17,D,1406985,1437000,,,Lotus.Gold.Com.ETF,20171205,11700,12010,11674,11882,16549573676,1392803,145,D,11622,11931,,123.9316239,121.0574521,123.0940552,121.729086
Gold.Coin.9712,20171204,1400000,1414000,1400000,1406985,956750000,680,10,D,1398272,1412000,,,Lotus.Gold.Com.ETF,20171204,11612,11660,11604,11622,1651709679,142125,32,D,11608,11660,,120.5649328,121.2692967,120.6480524,121.0622096
Gold.Coin.9712,20171203,1400000,1404900,1394003,1398272,195758150,140,13,D,1393481,1404900,,,Lotus.Gold.Com.ETF,20171203,11588,11650,11557,11608,8972438037,772965,104,D,11541,11630,,120.8146358,120.5922747,120.6197975,120.4576154
Gold.Coin.9712,20171202,1391000,1397500,1383002,1393481,376240020,270,9,D,1371902,1395000,,,Lotus.Gold.Com.ETF,20171202,11470,11570,11470,11541,3006485106,260498,50,D,11415,11524,,121.2728858,120.7865169,120.5755885,120.7417901
Gold.Coin.9712,20171129,1374499,1377000,1370900,1371902,439008770,320,5,D,1373530,1374900,,,Lotus.Gold.Com.ETF,20171129,11439,11499,11398,11415,1521015795,133244,28,D,11377,11495,,120.1590174,119.7495434,120.2754869,120.1841437
Gold.Coin.9712,20171128,1368001,1381500,1366000,1373530,1043883020,760,20,D,1367120,1377000,,,Lotus.Gold.Com.ETF,20171128,11309,11470,11309,11377,3983130988,350092,37,D,11538,11441,,120.965691,120.4446382,120.7887523,120.7286631
Gold.Coin.9712,20171126,1390000,1390000,1350000,1367120,2515500540,1840,39,D,1393241,1368000,,,Lotus.Gold.Com.ETF,20171126,11553,11577,11454,11538,1707319622,147972,39,D,11557,11455,,120.3150697,120.0656474,117.8627554,118.4884729
Gold.Coin.9712,20171125,1377500,1400000,1377500,1393241,1128525000,810,33,D,1418427,1388000,,,Lotus.Gold.Com.ETF,20171125,11600,11689,11550,11557,2628901955,227476,67,D,11901,11666,,118.75,119.7707246,119.2640693,120.5538635
Gold.Coin.9712,20171122,1370000,1463000,1370000,1418427,2411326720,1700,43,D,1429547,1443000,,,Lotus.Gold.Com.ETF,20171122,11827,11927,11827,11901,17285626457,1452499,88,D,11828,11830,,115.836645,122.6628658,115.836645,119.1855306
Gold.Coin.9712,20171121,1438000,1438100,1423500,1429547,814842030,570,19,D,1438528,1423500,,,Lotus.Gold.Com.ETF,20171121,11901,11948,11746,11828,3771918833,318886,82,D,11719,11746,,120.8301823,120.3632407,121.1901924,120.8612614
Gold.Coin.9712,20171120,1418000,1450000,1415000,1438528,517870000,360,17,D,1420842,1450000,,,Lotus.Gold.Com.ETF,20171120,11657,11949,11635,11719,3874362099,330604,105,D,11630,11949,,121.6436476,121.3490669,121.6158144,122.7517706
Gold.Coin.9712,20171118,1412998,1424000,1410003,1420842,1349800160,950,31,D,1406254,1420000,,,Lotus.Gold.Com.ETF,20171118,11541,11690,11540,11630,1171598982,100736,59,D,11494,11640,,122.4328914,121.8135158,122.1839688,122.1704213
Gold.Coin.9712,20171115,1405000,1411999,1402000,1406254,759377150,540,17,D,1404868,1411999,,,Lotus.Gold.Com.ETF,20171115,11425,11550,11424,11494,1217091272,105891,49,D,11499,11522,,122.97593,122.2509957,122.7240896,122.3467896
Gold.Coin.9712,20171114,1400000,1415000,1400000,1404868,1376770300,980,20,D,1382800,1400000,,,Lotus.Gold.Com.ETF,20171114,11400,11560,11352,11499,3503950117,304714,87,D,11246,11481,,122.8070175,122.4048443,123.3262861,122.1730585
Gold.Coin.9712,20171113,1382000,1395000,1371000,1382800,954131800,690,18,D,1360763,1395000,,,Lotus.Gold.Com.ETF,20171113,11155,11411,11142,11246,5939674463,528137,77,D,11178,11411,,123.890632,122.2504601,123.0479268,122.9592744
Gold.Coin.9712,20171112,1359800,1362500,1359800,1360763,81645800,60,3,D,1357873,1362500,,,Lotus.Gold.Com.ETF,20171112,11180,11190,11134,11178,1014093362,90724,39,D,11084,11135,,121.627907,121.7605004,122.1304114,121.7358204
Gold.Coin.9712,20171111,1360000,1369999,1356001,1357873,964089530,710,16,D,1354561,1369999,,,Lotus.Gold.Com.ETF,20171111,11111,11180,11001,11084,3723152433,335915,57,D,11069,11180,,122.401224,122.540161,123.2616126,122.5074883
Gold.Coin.9712,20171108,1352990,1359000,1350500,1354561,690826000,510,12,D,1352594,1350500,,,Lotus.Gold.Com.ETF,20171108,11098,11098,11068,11069,262841474,23745,23,D,11034,11069,,121.9129573,122.4544963,122.0184315,122.3742886
Gold.Coin.9712,20171107,1351800,1353000,1351800,1352594,121733500,90,5,D,1339588,1352990,,,Lotus.Gold.Com.ETF,20171107,11002,11096,11001,11034,1598816698,144901,18,D,10913,11095,,122.8685694,121.9358327,122.8797382,122.5841943
Gold.Coin.9712,20171106,1337000,1345000,1337000,1339588,455460000,340,9,D,1327446,1345000,,,Lotus.Gold.Com.ETF,20171106,10906,11040,10904,10913,6024069660,552015,22,D,10906,11001,,122.593068,121.8297101,122.6155539,122.7515807
Gold.Coin.9712,20171105,1330000,1332900,1325000,1327446,292038100,220,6,D,1327710,1332900,,,Lotus.Gold.Com.ETF,20171105,10905,10926,10905,10906,221974465,20353,10,D,10928,10926,,121.9624026,121.9934102,121.5038973,121.7170365
Gold.Coin.9712,20171104,1334000,1334000,1326000,1327710,278819090,210,9,D,1332125,1326000,,,Lotus.Gold.Com.ETF,20171104,10933,10933,10905,10928,615632504,56337,11,D,10902,10906,,122.0159151,122.0159151,121.5955983,121.4961567
Gold.Coin.9712,20171101,1331000,1334000,1331000,1332125,106570000,80,3,D,1325833,1334000,,,Lotus.Gold.Com.ETF,20171101,10900,10930,10900,10902,1187079243,108887,26,D,10943,10900,,122.1100917,122.0494053,122.1100917,122.1908824
Gold.Coin.9712,20171031,1326000,1330999,1324000,1325833,397749990,300,9,D,1318653,1326000,,,Lotus.Gold.Com.ETF,20171031,10885,10999,10882,10943,2530166877,231210,37,D,10922,10905,,121.819017,121.0109101,121.6688109,121.1580919
Gold.Coin.9712,20171030,1300000,1332000,1295000,1318653,1331840000,1010,19,D,1317537,1325000,,,Lotus.Gold.Com.ETF,20171030,10930,11099,10920,10922,315453156,28882,13,D,11058,11030,,118.9387008,120.0108118,118.5897436,120.7336568
Gold.Coin.9712,20171029,1317000,1332000,1317000,1317537,15151681000,11500,12,D,1312521,1332000,,,Lotus.Gold.Com.ETF,20171029,10881,11113,10880,11058,4782162747,432458,57,D,10886,11000,,121.0366694,119.8596239,121.0477941,119.1478568
Gold.Coin.9712,20171028,1316000,1320000,1308000,1312521,630009910,480,11,D,1320000,1320000,,,Lotus.Gold.Com.ETF,20171028,10893,10895,10879,10886,220801794,20283,20,D,10886,10880,,120.8115303,121.1564938,120.2316389,120.5696307
Gold.Coin.9712,20171025,1320000,1320000,1320000,1320000,79200000,60,3,D,1315933,1320000,,,Lotus.Gold.Com.ETF,20171025,10890,10897,10881,10886,2218606026,203798,22,D,10881,10881,,121.2121212,121.1342571,121.3123794,121.2566599
Gold.Coin.9712,20171024,1315000,1320000,1315000,1315933,197390000,150,7,D,1306250,1320000,,,Lotus.Gold.Com.ETF,20171024,10849,10889,10849,10881,1391219889,127855,22,D,10849,10881,,121.209328,121.2232528,121.209328,120.9386086
Gold.Coin.9712,20171023,1303000,1310000,1303000,1306250,104500000,80,6,D,1305877,1308000,,,Lotus.Gold.Com.ETF,20171023,10861,10861,10848,10849,694268012,63994,17,D,10855,10849,,119.9705368,120.6150447,120.1143068,120.4028021
Gold.Coin.9712,20171022,1310000,1312000,1302000,1305877,861879000,660,20,D,1308347,1310000,,,Lotus.Gold.Com.ETF,20171022,10860,10860,10850,10855,175647113,16181,13,D,10889,10851,,120.626151,120.8103131,120,120.3018885
Gold.Coin.9712,20171021,1310000,1310000,1305000,1308347,680340490,520,14,D,1315968,1305000,,,Lotus.Gold.Com.ETF,20171021,10890,10895,10881,10889,830252885,76246,30,D,10881,10895,,120.2938476,120.2386416,119.9338296,120.1530903
Gold.Coin.9712,20171018,1317000,1319000,1314000,1315968,407950000,310,8,D,1316633,1319000,,,Lotus.Gold.Com.ETF,20171018,10880,10890,10880,10881,682395134,62713,24,D,10906,10890,,121.0477941,121.1202938,120.7720588,120.9418252
Gold.Coin.9712,20171017,1317000,1320000,1311000,1316633,4634549000,3520,11,D,1321153,1314900,,,Lotus.Gold.Com.ETF,20171017,10910,10910,10880,10906,706789280,64810,30,D,10900,10881,,120.7149404,120.9899175,120.4963235,120.7255639
Gold.Coin.9712,20171016,1319999,1323000,1319999,1321153,171749920,130,3,D,1315176,1323000,,,Lotus.Gold.Com.ETF,20171016,10905,10905,10900,10900,3772241098,346063,36,D,10894,10901,,121.0453003,121.3204952,121.1008257,121.2066972
Gold.Coin.9712,20171015,1317500,1319000,1313000,1315176,670740000,510,10,D,1319492,1319000,,,Lotus.Gold.Com.ETF,20171015,10894,10910,10894,10894,3064662094,281311,23,D,10889,10900,,120.9381311,120.8982585,120.5250597,120.7248026
Gold.Coin.9712,20171014,1318000,1322000,1315000,1319492,963229000,730,25,D,1316590,1316000,,,Lotus.Gold.Com.ETF,20171014,10900,10926,10877,10889,4687235743,430458,31,D,10890,10895,,120.9174312,120.9957899,120.8973062,121.1766002
Gold.Coin.9712,20171011,1305000,1326000,1305000,1316590,1342922000,1020,22,D,1311087,1318000,,,Lotus.Gold.Com.ETF,20171011,10901,10901,10846,10890,3588823504,329567,40,D,10869,10890,,119.7137877,121.6402165,120.3208556,120.8989899
Gold.Coin.9712,20171010,1307000,1319000,1307000,1311087,812874040,620,25,D,1264939,1318900,,,Lotus.Gold.Com.ETF,20171010,10960,10960,10831,10869,2727618559,250951,39,D,10870,10839,,119.2518248,120.3467153,120.6721448,120.6262766
Gold.Coin.9712,20171009,1280000,1328999,1263000,1264939,26513118990,20960,22,D,1293250,1328999,,,Lotus.Gold.Com.ETF,20171009,10850,10980,10823,10870,5342350579,491468,80,D,10772,10944,,117.9723502,121.0381603,116.6959253,116.3697332
Gold.Coin.9712,20171008,1290000,1302000,1289000,1293250,1435507420,1110,26,D,1265658,1296900,,,Lotus.Gold.Com.ETF,20171008,10700,10802,10700,10772,4324261522,401443,60,D,10624,10765,,120.5607477,120.5332346,120.4672897,120.0566283
Gold.Coin.9712,20171007,1263001,1269900,1263001,1265658,316414510,250,14,D,1258785,1268500,,,Lotus.Gold.Com.ETF,20171007,10613,10660,10612,10624,6266841595,589890,70,D,10599,10646,,119.0050881,119.1275797,119.0163023,119.1319654
Gold.Coin.9712,20171004,1256000,1261500,1255011,1258785,339872010,270,11,D,1251471,1261500,,,Lotus.Gold.Com.ETF,20171004,10600,10620,10572,10599,2201698558,207729,42,D,10563,10613,,118.490566,118.7853107,118.71084,118.7645061
Gold.Coin.9712,20171003,1251000,1254000,1251000,1251471,87603000,70,5,D,1244509,1254000,,,Lotus.Gold.Com.ETF,20171003,10562,10580,10562,10563,410439121,38855,34,D,10557,10580,,118.4434766,118.5255198,118.4434766,118.4768532
Gold.Coin.9712,20171002,1244500,1251500,1244500,1244509,18692525000,15020,3,D,1250033,1251500,,,Lotus.Gold.Com.ETF,20171002,10544,10561,10544,10557,1158164851,109701,18,D,10544,10560,,118.0292109,118.5020358,118.0292109,117.884721
Gold.Coin.9712,20170927,1250000,1250100,1250000,1250033,262507000,210,6,D,1257146,1250000,,,Lotus.Gold.Com.ETF,20170927,10570,10570,10535,10544,569929205,54053,9,D,10570,10535,,118.2592242,118.268685,118.652112,118.5539643
Gold.Coin.9712,20170926,1259000,1260000,1255000,1257146,1206860000,960,16,D,1251000,1258000,,,Lotus.Gold.Com.ETF,20170926,10569,10570,10569,10570,89558237,8473,6,D,10550,10570,,119.1219605,119.205298,118.7434951,118.9352886
Gold.Coin.9712,20170925,1251000,1251000,1251000,1251000,75060000,60,1,D,1250500,1251000,,,Lotus.Gold.Com.ETF,20170925,10750,10750,10535,10550,669441474,63455,26,D,10550,10535,,116.372093,116.372093,118.7470337,118.5781991
Gold.Coin.9712,20170924,1250500,1250500,1250500,1250500,12567525000,10050,1,D,1248000,1250500,,,Lotus.Gold.Com.ETF,20170924,10548,10570,10548,10550,723798960,68606,28,D,10517,10550,,118.5532802,118.3065279,118.5532802,118.5308057
Gold.Coin.9712,20170923,1248000,1248000,1248000,1248000,12480000,10,1,D,1249215,1248000,,,Lotus.Gold.Com.ETF,20170923,10520,10538,10516,10517,882470491,83911,14,D,10555,10517,,118.6311787,118.4285443,118.6763028,118.6650185
Gold.Coin.9712,20170920,1249000,1261000,1249000,1249215,12754490000,10210,4,D,1258548,1258100,,,Lotus.Gold.Com.ETF,20170920,10547,10588,10547,10555,571006882,54100,16,D,10535,10560,,118.4223002,119.097091,118.4223002,118.3529133
Gold.Coin.9712,20170919,1258000,1259500,1258000,1258548,264295000,210,3,D,1254429,1259500,,,Lotus.Gold.Com.ETF,20170919,10532,10550,10532,10535,238547530,22644,16,D,10522,10545,,119.4454994,119.3838863,119.4454994,119.4635026
Gold.Coin.9712,20170918,1252000,1260000,1252000,1254429,87810000,70,3,D,1259320,1260000,,,Lotus.Gold.Com.ETF,20170918,10521,10538,10512,10522,1006093866,95618,16,D,10523,10532,,119.000095,119.5672803,119.1019787,119.2196351
Gold.Coin.9712,20170917,1260000,1260000,1256600,1259320,62966000,50,3,D,1256524,1260000,,,Lotus.Gold.Com.ETF,20170917,10522,10535,10521,10523,1379236781,131071,15,D,10583,10521,,119.7490971,119.6013289,119.4373158,119.673097
Gold.Coin.9712,20170916,1257000,1257000,1256000,1256524,263870000,210,3,D,1274821,1256000,,,Lotus.Gold.Com.ETF,20170916,10577,10596,10516,10583,168813724,15952,17,D,10587,10516,,118.8427721,118.6296716,119.4370483,118.7304167
Gold.Coin.9712,20170913,1273000,1278000,1273000,1274821,178475000,140,6,D,1262300,1278000,,,Lotus.Gold.Com.ETF,20170913,10544,10600,10542,10587,3433696494,324346,34,D,10522,10600,,120.73217,120.5660377,120.7550749,120.4138094
Gold.Coin.9712,20170912,1257000,1267899,1257000,1262300,37868990,30,3,D,1265176,1267899,,,Lotus.Gold.Com.ETF,20170912,10400,10562,10400,10522,296783521,28205,34,D,10594,10545,,120.8653846,120.0434577,120.8653846,119.9676868
Gold.Coin.9712,20170911,1269000,1269000,1265000,1265176,366901100,290,5,D,1277890,1265001,,,Lotus.Gold.Com.ETF,20170911,10611,10699,10545,10594,2951123889,278565,44,D,10545,10578,,119.5928753,118.6092158,119.9620673,119.4238248
Gold.Coin.9712,20170910,1278100,1280000,1276000,1277890,421703560,330,10,D,1265387,1276000,,,Lotus.Gold.Com.ETF,20170906,10547,10668,10528,10545,5924288768,561822,42,D,10524,10565,,121.1813786,119.9850019,121.2006079,121.1844476
Gold.Coin.9712,20170906,1262500,1271000,1260050,1265387,50615500,40,4,D,1260778,1271000,,,Lotus.Gold.Com.ETF,20170905,10420,10570,10402,10524,208704256,19831,28,D,10598,10570,,121.1612284,120.2459792,121.1353586,120.2382174
Gold.Coin.9712,20170905,1260000,1263000,1258100,1260778,516919000,410,10,D,1233551,1258100,,,Lotus.Gold.Com.ETF,20170904,10567,10668,10567,10598,4894274434,461795,53,D,10521,10575,,119.2391407,118.3914511,119.0593357,118.9637667
Gold.Coin.9712,20170904,1231000,1284000,1231000,1233551,13124979000,10640,16,D,1259342,1268000,,,Lotus.Gold.Com.ETF,20170903,10509,10600,10509,10521,12450125284,1183330,68,D,10492,10557,,117.1376915,121.1320755,117.1376915,117.2465545
Gold.Coin.9712,20170903,1256000,1271000,1256000,1259342,478550000,380,7,D,1244350,1271000,,,Lotus.Gold.Com.ETF,20170902,10480,10503,10480,10492,9543395355,909581,55,D,10456,10499,,119.8473282,121.0130439,119.8473282,120.0287838
Gold.Coin.9712,20170902,1240000,1250000,1240000,1244350,248870000,200,9,D,1231100,1250000,,,Lotus.Gold.Com.ETF,20170830,10474,10474,10450,10456,1557292718,148943,37,D,10470,10470,,118.3883903,119.3431354,118.6602871,119.0082249
Gold.Coin.9712,20170830,1231100,1231100,1231100,1231100,123110000,100,1,D,1234682,1231100,,,Lotus.Gold.Com.ETF,20170829,10471,10477,10450,10470,5793947201,553403,38,D,10457,10470,,117.5723427,117.505011,117.8086124,117.5835721
Gold.Coin.9712,20170829,1231001,1235050,1231001,1234682,135815010,110,2,D,1229055,1235050,,,Lotus.Gold.Com.ETF,20170828,10430,10580,10430,10457,1723439962,164812,38,D,10420,10459,,118.025024,116.7344045,118.025024,118.0722961
Gold.Coin.9712,20170828,1229000,1229100,1229000,1229055,221230000,180,5,D,1227500,1229000,,,Lotus.Gold.Com.ETF,20170827,10420,10421,10419,10420,687003602,65931,23,D,10407,10420,,117.9462572,117.9445351,117.9575775,117.9515355
Gold.Coin.9712,20170827,1225000,1228000,1225000,1227500,73649990,60,6,D,1221001,1228000,,,Lotus.Gold.Com.ETF,20170826,10409,10415,10400,10407,750414805,72108,19,D,10403,10415,,117.6866174,117.9068651,117.7884615,117.9494571
Gold.Coin.9712,20170826,1221001,1221001,1221001,1221001,12210010,10,1,D,1217000,1221001,,,Lotus.Gold.Com.ETF,20170823,10398,10416,10396,10403,144679975,13908,21,D,10399,10397,,117.4265243,117.2235983,117.449115,117.3700856
Gold.Coin.9712,20170823,1217000,1217000,1217000,1217000,12170000,10,1,D,1219008,1217000,,,Lotus.Gold.Com.ETF,20170822,10400,10413,10397,10399,880329820,84653,24,D,10397,10398,,117.0192308,116.8731393,117.0529961,117.0304837
Gold.Coin.9712,20170822,1219000,1224000,1219000,1219008,12275413000,10070,4,D,1219714,1219550,,,Lotus.Gold.Com.ETF,20170821,10400,10412,10395,10397,299472001,28804,23,D,10393,10397,,117.2115385,117.5566654,117.2679173,117.2461287
Gold.Coin.9712,20170821,1219000,1220000,1219000,1219714,170760000,140,6,D,1220000,1220000,,,Lotus.Gold.Com.ETF,20170820,10405,10405,10391,10393,526222644,50633,17,D,10388,10392,,117.1552138,117.2513215,117.3130594,117.3591841
Gold.Coin.9712,20170819,1220000,1220000,1220000,1220000,61000000,50,1,D,1220006,1220000,,,Lotus.Gold.Com.ETF,20170819,10390,10390,10387,10388,129243260,12442,12,D,10374,10388,,117.4205967,117.4205967,117.4545104,117.4432037
Gold.Coin.9712,20170815,1220000,1223000,1217017,1220006,36600170,30,3,D,1227333,1217017,,,Lotus.Gold.Com.ETF,20170816,10375,10390,10374,10374,377512260,36390,8,D,10370,10390,,117.5903614,117.7093359,117.3141508,117.6022749
Gold.Coin.9712,20170814,1228000,1228000,1226000,1227333,36820000,30,2,D,1234000,1226000,,,Lotus.Gold.Com.ETF,20170815,10399,10399,10367,10370,7007318607,675700,40,D,10391,10396,,118.0882777,118.0882777,118.259863,118.3541948
Gold.Coin.9712,20170813,1234000,1234000,1234000,1234000,24680000,20,1,D,1230673,1234000,,,Lotus.Gold.Com.ETF,20170814,10402,10402,10381,10391,587301541,56522,13,D,10393,10398,,118.6310325,118.6310325,118.8710144,118.7566163
Gold.Coin.9712,20170812,1230000,1239000,1230000,1230673,2165985000,1760,9,D,1227000,1235500,,,Lotus.Gold.Com.ETF,20170813,10388,10400,10388,10393,286220431,27540,23,D,10387,10400,,118.4058529,119.1346154,118.4058529,118.4136438
Gold.Coin.9712,20170809,1227000,1227000,1227000,1227000,12270000,10,1,D,1224576,1227000,,,Lotus.Gold.Com.ETF,20170812,10370,10395,10369,10387,1052844685,101357,34,D,10337,10395,,118.3220829,118.037518,118.3334941,118.1284298
Gold.Coin.9712,20170808,1224980,1226000,1223000,1224576,269406800,220,4,D,1219335,1226000,,,Lotus.Gold.Com.ETF,20170809,10337,10355,10335,10337,175790926,17006,15,D,10342,10355,,118.5044017,118.3969097,118.3357523,118.4653188
Gold.Coin.9712,20170807,1220002,1220002,1218001,1219335,36580040,30,3,D,1224950,1218001,,,Lotus.Gold.Com.ETF,20170808,10336,10354,10336,10342,175822200,17000,12,D,10350,10350,,118.0342492,117.8290516,117.840654,117.9012763
Gold.Coin.9712,20170806,1224950,1224950,1224950,1224950,12249500,10,1,D,1224950,1224950,,,Lotus.Gold.Com.ETF,20170807,10347,10359,10346,10350,743956641,71878,34,D,10347,10355,,118.3869721,118.2498311,118.3984148,118.352657
Gold.Coin.9712,20170802,1224950,1224950,1224950,1224950,12249500,10,1,D,1223286,1224950,,,Lotus.Gold.Com.ETF,20170806,10300,10351,10300,10347,946379788,91460,50,D,10322,10347,,118.9271845,118.3412231,118.9271845,118.3869721
Gold.Coin.9712,20170801,1223000,1224000,1223000,1223286,171260000,140,6,D,1219424,1224000,,,Lotus.Gold.Com.ETF,20170802,10321,10337,10319,10322,224036483,21705,19,D,10320,10337,,118.4962697,118.4095966,118.5192364,118.5124976
Gold.Coin.9712,20170731,1220000,1224000,1218000,1219424,402410010,330,6,D,1224200,1218000,,,Lotus.Gold.Com.ETF,20170801,10322,10328,10312,10320,544801967,52789,44,D,10319,10315,,118.1941484,118.5127808,118.1148177,118.1612403
Gold.Coin.9712,20170730,1225000,1225000,1224000,1224200,61210000,50,2,D,1219005,1224000,,,Lotus.Gold.Com.ETF,20170731,10319,10329,10308,10319,681930852,66085,52,D,10295,10325,,118.7130536,118.5981218,118.7427241,118.6355267
Gold.Coin.9712,20170729,1230000,1230000,1219000,1219005,34607540010,28390,4,D,1210000,1221000,,,Lotus.Gold.Com.ETF,20170730,10304,10304,10283,10295,1182964230,114903,80,D,10000,10301,,119.371118,119.371118,118.5451716,118.4074794
Gold.Coin.9712,20170724,1210000,1210000,1210000,1210000,121000000,100,1,D,1210850,1210000,,,Lotus.Gold.Com.ETF,20170614,10000,10000,10000,10000,31963270000,3196327,305,D,10000,10000,,121,121,121,121
Gold.Coin.9712,20170723,1213500,1215000,1210000,1210850,121085000,100,3,D,1215100,1215000,,,Lotus.Gold.Com.ETF,20170613,10000,10000,10000,10000,2800210000,280021,88,D,10000,10000,,121.35,121.5,121,121.085
Gold.Coin.9712,20170718,1215100,1215100,1215100,1215100,12151000,10,1,D,1215200,1215100,,,Lotus.Gold.Com.ETF,20170612,10000,10000,10000,10000,40958920000,4095892,184,D,10000,10000,,121.51,121.51,121.51,121.51
Gold.Coin.9712,20170717,1216000,1216000,1215000,1215200,60760000,50,2,D,1216000,1215000,,,Lotus.Gold.Com.ETF,20170611,10000,10000,10000,10000,3848200000,384820,176,D,10000,10000,,121.6,121.6,121.5,121.52
Gold.Coin.9712,20170716,1216000,1216000,1216000,1216000,12160000,10,1,D,1215006,1216000,,,Lotus.Gold.Com.ETF,20170610,10000,10000,10000,10000,78429850000,7842985,425,D,10000,10000,,121.6,121.6,121.6,121.6
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold.Coin.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
